name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
nederland,2025-04-28T23:00:00,75,75,68.1,79.12,0,0,,0,0,20.8,11.4,170,1017.4,1.1,9.9,0,0,0,,Clear,clear-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-29T00:00:00,73.2,73.2,69.2,87.31,0,0,,0,0,20.8,10.2,170,1017.5,0.6,9.9,0,0,0,,Clear,clear-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-29T01:00:00,74.1,74.1,70.1,87.39,0,0,,0,0,21.5,8,180,1017.6,53.2,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-29T02:00:00,73.2,73.2,70.1,90.07,0,0,,0,0,20.8,8,180,1017.4,27,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-29T03:00:00,73.2,73.2,70.1,90.09,0,0,,0,0,19.2,6.9,170,1017.3,0,9.9,0,0,0,,Clear,clear-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-29T04:00:00,71.1,71.1,70.1,96.62,0,0,,0,0,17,4.6,179,1017.6,54.3,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-29T05:00:00,70.2,70.2,69.2,96.85,0,0,,0,0,15.4,6.9,169,1017.1,0.6,9.9,0,0,0,,Clear,clear-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-29T06:00:00,72,72,69.2,90.98,0,0,,0,0,13.6,8,170,1016.5,0,9.9,0,0,0,,Clear,clear-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-29T07:00:00,73.2,73.2,70.1,90.13,0,0,,0,0,13,5.7,191,1017.5,90.3,8.7,14,0.1,0,,Overcast,cloudy,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-29T08:00:00,75,75,71.1,87.64,0,0,,0,0,15.4,5.8,160,1018.1,27.6,8.7,96,0.3,1,,Partially cloudy,partly-cloudy-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-29T09:00:00,77.1,77.1,71.1,81.74,0,0,,0,0,22.6,11.3,180,1018.1,50,9.9,183,0.7,2,,Partially cloudy,partly-cloudy-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-29T10:00:00,80.1,83.3,70.1,71.62,0,0,,0,0,32.1,18.2,170,1017.7,27,9.9,618,2.2,6,,Partially cloudy,partly-cloudy-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-29T11:00:00,80.1,82.7,68,66.79,0,0,,0,0,30.8,19.6,170,1018.2,53.8,9.9,400,1.4,4,,Partially cloudy,partly-cloudy-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-29T12:00:00,80.1,83,69.2,69.43,0,0,,0,0,27.3,16.1,160,1018.7,0.6,9.9,369,1.3,4,,Clear,clear-day,"USW00012917,KBPT,KORG,72241012917,BETT2,72362953998"
nederland,2025-04-29T13:00:00,83,86.7,69.2,63.07,0,0,,0,0,21.9,19.6,170,1018.9,50.6,9.9,309,1.1,3,,Partially cloudy,partly-cloudy-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-29T14:00:00,82.2,85.6,69.2,64.87,0,0,,0,0,25.3,14.9,190,1018.4,90.8,9.9,341,1.2,3,,Overcast,cloudy,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-29T15:00:00,80.1,83,69.2,69.4,0,0,,0,0,21.9,14.9,170,1018.1,89.6,9.9,186,0.7,2,,Partially cloudy,partly-cloudy-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-29T16:00:00,79.1,79.1,68,68.96,0,0,,0,0,29.1,16,160,1016.9,0.6,9.9,198,0.7,2,,Clear,clear-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-29T17:00:00,79.1,79.1,68,68.94,0,0,,0,0,29.1,14.9,160,1016.2,0.6,9.9,75,0.3,1,,Clear,clear-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-29T18:00:00,79.1,79.1,69.2,71.68,0,0,,0,0,25.7,14.9,150,1016.1,91.4,9.9,139,0.5,1,,Overcast,cloudy,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-29T19:00:00,78.2,78.2,69.2,73.8,0,0,,0,0,17.2,15,150,1015.8,90.2,9.9,38,0.1,0,,Overcast,cloudy,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-29T20:00:00,77.1,77.1,69.2,76.67,0,0,,0,0,23,13.8,160,1015.8,91.8,9.9,0,0,0,,Overcast,cloudy,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-29T21:00:00,75.9,75.9,69.2,79.79,0,0,,0,0,19.5,11.3,160,1015.9,0,9.9,0,0,0,,Clear,clear-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-29T22:00:00,75,75,69.2,82.26,0,0,,0,0,19,9.1,160,1016.1,89.4,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-29T23:00:00,77.3,77.3,70.7,80.15,0,0,,0,0,19.7,3.4,170,1017.3,50,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"D3611,KORG,USW00053998,72362953998"
nederland,2025-04-30T00:00:00,77,77,71.3,82.61,0,0,,0,0,19.9,3.4,160,1017.6,0,9.9,0,0,0,,Clear,clear-night,"D3611,KORG,USW00053998,72362953998"
nederland,2025-04-30T01:00:00,77,77,71.6,83.45,0,0,,0,0,19.5,0,324,1017.3,88.7,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"D3611,KORG,USW00053998,72362953998"
nederland,2025-04-30T02:00:00,77,77,72.2,85.16,0,0,,0,0,18.8,4.7,130,1016.9,58.4,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"D3611,KORG,USW00053998,72362953998"
nederland,2025-04-30T03:00:00,75,75,69.2,82.32,0,0,,0,0,18.8,11.3,160,1015,90.6,9.9,0,0,0,,Overcast,cloudy,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-30T04:00:00,74.1,74.1,69.2,84.79,0,0,,0,0,18.6,10.2,170,1014.8,0,9.9,0,0,0,,Clear,clear-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-30T05:00:00,74.1,74.1,69.2,84.8,0,0,,0,0,18.6,12.7,170,1014.5,32,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-30T06:00:00,74.1,74.1,69.2,84.79,0,0,,0,0,19.7,11.4,170,1013.9,0,9.9,0,0,0,,Clear,clear-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-30T07:00:00,74.1,74.1,69.2,84.78,0,0,,0,0,21.3,10.2,160,1013.9,0,8.1,26,0.1,0,,Clear,clear-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-30T08:00:00,75,75,69.2,82.32,0,0,,0,0,23.5,12.7,170,1014.4,0.6,9.9,71,0.3,1,,Clear,clear-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-30T09:00:00,78.2,78.2,69.2,73.93,0,0,,0,0,27.5,10.3,170,1014.6,0,9.9,108,0.4,1,,Clear,clear-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-30T10:00:00,79.1,79.1,69.2,71.7,0,0,,0,0,21.9,17.1,160,1014.6,27,9.9,563,2,6,,Partially cloudy,partly-cloudy-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-30T11:00:00,82.2,86,70.1,66.92,0,0,,0,0,28.8,18.3,150,1015.1,88.7,9.9,682,2.5,7,,Partially cloudy,partly-cloudy-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-30T12:00:00,81,84.5,70.1,69.47,0,0,,0,0,31.4,19.6,180,1015,88.2,9.9,271,1,3,,Partially cloudy,partly-cloudy-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-30T13:00:00,80.1,83.3,70.1,71.59,0,0,,0,0,28.4,17.2,160,1014.4,88.7,9.9,207,0.7,2,,Partially cloudy,partly-cloudy-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-30T14:00:00,81,84.9,71,71.83,0,0,,0,0,32.7,15,170,1014.1,88.7,9.9,216,0.8,2,,Partially cloudy,partly-cloudy-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-30T15:00:00,81,84.9,71,71.9,0,0,,0,0,30.7,18.3,180,1013.4,88.7,9.9,291,1,3,,Partially cloudy,partly-cloudy-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-30T16:00:00,80.1,83.6,71,74.03,0,0,,0,0,29.3,19.6,170,1012.4,88.7,9.9,288,1,3,,Partially cloudy,partly-cloudy-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-30T17:00:00,80.1,83.3,70.1,71.6,0,0,,0,0,32.1,21.5,180,1011.5,75.6,9.9,148,0.5,1,,Partially cloudy,partly-cloudy-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-30T18:00:00,79.1,79.1,69.2,71.66,0,0,,0,0,20.8,13.9,190,1011.1,0.3,9.9,125,0.5,1,,Clear,clear-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-30T19:00:00,78.2,78.2,69.2,73.86,0,0,,0,0,25.9,19.6,160,1011.1,50.2,9.9,32,0.1,0,,Partially cloudy,partly-cloudy-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-30T20:00:00,77.1,77.1,70.1,79.1,0,0,,0,0,24.2,15,180,1011.1,99.9,8.7,0,0,0,,Overcast,cloudy,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-30T21:00:00,77.1,77.1,71,81.71,0,0,,0,0,21.9,13.8,180,1011.6,100,9.9,0,0,0,,Overcast,cloudy,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-30T22:00:00,77.1,77.1,71,81.75,0,0,,0,0,17.2,16,180,1012,100,8.7,0,0,0,,Overcast,cloudy,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-04-30T23:00:00,77.1,77.1,71,81.73,0,0,,0,0,17.2,16,170,1012.2,100,8.7,0,0,0,,Overcast,cloudy,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-01T00:00:00,77.1,77.1,71,81.73,0,0,,0,0,19.7,10.2,190,1012.7,100,8.7,0,0,0,,Overcast,cloudy,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-01T01:00:00,75.9,75.9,71.9,87.65,0,0,,0,0,21.5,5.8,170,1013.9,100,8.7,0,0,0,,Overcast,cloudy,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-01T02:00:00,75.9,75.9,72,87.69,0,0,,0,0,21.5,10.2,160,1012.8,99.9,8.1,0,0,0,,Overcast,cloudy,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-01T03:00:00,75.9,75.9,72,87.69,0,0,,0,0,16.8,9.1,159,1012.5,100,8.7,0,0,0,,Overcast,cloudy,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-01T04:00:00,75.9,75.9,72,87.68,0,0,,0,0,17.7,10.2,170,1012.5,100,8.1,0,0,0,,Overcast,cloudy,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-01T05:00:00,74.9,74.9,71.9,90.37,0,0,,0,0,17.9,8,182,1013,99.4,8.1,0,0,0,,Overcast,cloudy,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-01T06:00:00,74.9,74.9,71.9,90.41,0,0,,0,0,15.7,9.1,169,1012.9,92.1,8.1,0,0,0,,Overcast,cloudy,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-01T07:00:00,74.9,74.9,71.9,90.4,0,0,,0,0,14.1,8,169,1013.6,100,6.9,5,0,0,,Overcast,cloudy,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-01T08:00:00,75.8,75.8,71.9,87.72,0,0,,0,0,14.5,10.3,159,1014.7,88.8,6.9,70,0.3,1,,Partially cloudy,partly-cloudy-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-01T09:00:00,77,77,71.9,84.27,0,0,,0,0,19.2,10.3,160,1014.9,91.8,8.1,178,0.6,2,,Overcast,cloudy,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-01T10:00:00,80.9,85.2,71.9,74.25,0,0,,0,0,18.3,10.3,150,1015.1,27.6,9.9,245,0.9,2,,Partially cloudy,partly-cloudy-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-01T11:00:00,82.1,86.5,71,69.23,0,0,,0,0,25.2,18.2,160,1015.5,100,9.9,381,1.4,4,,Overcast,cloudy,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-01T12:00:00,81,84.5,70.1,69.52,0,0,,0,0,26.4,19.6,160,1015.6,99.9,9.9,217,0.8,2,,Overcast,cloudy,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-01T13:00:00,82.2,85.9,69.7,66.17,0,0,,0,0,24.1,18.2,161,1015.2,98.8,9.9,648,2.3,6,,Overcast,cloudy,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-01T14:00:00,83,86.7,69.2,63,0,0,,0,0,27.8,18.3,160,1014.5,56.7,9.9,942,3.4,9,,Partially cloudy,partly-cloudy-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-01T15:00:00,83.9,87.7,69.1,61.22,0,0,,0,0,28.4,19.6,190,1014.3,53.8,9.9,943,3.4,9,,Partially cloudy,partly-cloudy-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-01T16:00:00,83,86.1,68,60.6,0,0,,0,0,21.9,13.9,180,1013.9,88.2,9.9,352,1.3,4,,Partially cloudy,partly-cloudy-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-01T17:00:00,81,83.7,68,64.85,0,0,,0,0,18.3,11.4,200,1013.2,27.5,9.9,142,0.5,1,,Partially cloudy,partly-cloudy-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-01T18:00:00,80.9,84.1,69.1,67.43,0,0,,0,0,23,16,170,1013,87.6,9.9,73,0.3,1,,Partially cloudy,partly-cloudy-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-01T19:00:00,78.2,78.2,69.1,73.82,0,0,,0,0,21.3,11.4,170,1012.5,26.4,9.9,15,0.1,0,,Partially cloudy,partly-cloudy-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-01T20:00:00,75,75,69.2,82.21,0,0,,0,0,16.1,6.9,180,1012.5,0,9.9,0,0,0,,Clear,clear-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-01T21:00:00,74.1,74.1,70.1,87.33,0,0,,0,0,12.5,8,170,1013.3,0,9.9,0,0,0,,Clear,clear-night,"D3611,USW00012917,KBPT,KORG,72241012917,USW00053998,72362953998"
nederland,2025-05-01T22:00:00,74.1,74.1,71,90.26,0,0,,0,0,8.5,4.7,220,1014.7,0,9.9,0,0,0,,Clear,clear-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-01T23:00:00,73.2,73.2,71,93.02,0,0,,0,0,10.1,3.4,250,1015.1,26.4,8.7,0,0,0,,Partially cloudy,partly-cloudy-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-02T00:00:00,73.2,73.2,71.1,93.02,0,0,,0,0,11.6,5.8,310,1015.7,88.8,8.7,0,0,0,,Partially cloudy,partly-cloudy-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-02T01:00:00,72,72,70.1,93.78,0,0,,0,0,12.5,4.7,170,1015,0,8.1,0,0,0,,Clear,clear-night,"USW00012917,KBPT,KORG,72241012917,BETT2,72362953998"
nederland,2025-05-02T02:00:00,72,72,71.1,96.87,0,0,,0,0,14.1,8.1,200,1013.5,0,8.1,0,0,0,,Clear,clear-night,"USW00012917,KBPT,KORG,72241012917,BETT2,72362953998"
nederland,2025-05-02T03:00:00,72,72,71.1,96.82,0,0,,0,0,14.1,3.4,180,1012.4,0.6,6.9,0,0,0,,Clear,clear-night,"USW00012917,KBPT,KORG,72241012917,BETT2,72362953998"
nederland,2025-05-02T04:00:00,73.2,73.2,71.1,93.07,0,0,,0,0,13,3.4,169,1011.4,1.1,6.9,0,0,0,,Clear,clear-night,"USW00012917,KBPT,KORG,72241012917,BETT2,72362953998"
nederland,2025-05-02T05:00:00,74.1,74.1,71.1,90.36,0,0,,0,0,13.9,10.3,160,1011,0,8.1,0,0,0,,Clear,clear-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-02T06:00:00,74.1,74.1,71.1,90.32,0,0,,0,0,15.4,13.8,170,1010.8,0,8.7,0,0,0,,Clear,clear-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-02T07:00:00,74.1,74.1,71.1,90.3,0,0,,0,0,16.6,8,180,1011.8,32.6,8.1,14,0.1,0,,Partially cloudy,partly-cloudy-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-02T08:00:00,75.9,75.9,72,87.68,0,0,,0,0,18.8,10.2,160,1012.6,32.6,8.7,109,0.4,1,,Partially cloudy,partly-cloudy-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-02T09:00:00,77.1,77.1,72,84.26,0,0,,0,0,26.6,11.3,160,1013.3,50,8.7,164,0.6,2,,Partially cloudy,partly-cloudy-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-02T10:00:00,78.2,78.2,71,78.71,0,0,,0,0,27.5,11.4,160,1013,54.3,9.9,294,1.1,3,,Partially cloudy,partly-cloudy-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-02T11:00:00,80.1,83.3,70.1,71.61,0,0,,0,0,27.3,18.2,160,1013.9,90.5,9.9,380,1.4,4,,Overcast,cloudy,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-02T12:00:00,77.1,77.1,70.1,79.05,0,0,,0,0,28.2,11.4,200,1013.9,99.9,9.9,332,1.2,3,,Overcast,cloudy,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-02T13:00:00,75.9,75.9,73.1,91.19,0.276,100,rain,0,0,28.9,5.8,170,1013.1,99.9,5,28,0.1,0,,"Rain, Overcast",rain,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-02T14:00:00,75.9,75.9,71,85.04,0,0,,0,0,28.6,11.4,160,1012.1,90.9,9.9,268,1,3,,Overcast,cloudy,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-02T15:00:00,75.9,75.9,71,85.04,0,0,,0,0,24.4,11.3,170,1011.6,26.4,9.9,137,0.5,1,,Partially cloudy,partly-cloudy-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-02T16:00:00,75.9,75.9,71.1,85.08,0,0,,0,0,20.4,9.2,180,1011,56.5,8.7,99,0.4,1,,Partially cloudy,partly-cloudy-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-02T17:00:00,75.9,75.9,71.9,87.65,0,0,,0,0,16.1,12.7,200,1009.7,89.6,8.1,9,0,0,,Partially cloudy,partly-cloudy-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-02T18:00:00,75,75,72,90.31,0,0,,0,0,15,5.8,250,1010.2,99.9,8.1,0,0,0,,Overcast,cloudy,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-02T19:00:00,74.1,74.1,72,93.15,0.02,100,rain,0,0,15.4,3.3,251,1010.9,99.9,6.2,0,0,0,,"Rain, Overcast",rain,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-02T20:00:00,74.1,74.1,72,93.17,0.077,100,rain,0,0,15.2,6.9,359,1011.2,99.9,5,0,0,0,,"Rain, Overcast",rain,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-02T21:00:00,70.1,70.1,66.9,89.49,0.168,100,rain,0,0,32.2,19.6,10,1012,100,3.8,0,0,0,,"Rain, Overcast",rain,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-02T22:00:00,66.9,66.9,65.1,93.91,0.519,100,rain,0,0,41.4,13.8,60,1013,100,6.2,0,0,0,,"Rain, Overcast",rain,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-02T23:00:00,66.9,66.9,65.1,93.92,0.103,100,rain,0,0,6.5,6.9,90,1012,100,9.9,0,0,0,,"Rain, Overcast",rain,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-03T00:00:00,66.9,66.9,65.1,93.88,0,0,,0,0,4.7,4.7,110,1011.9,59.1,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-03T01:00:00,68.1,68.1,66,92.98,0,0,,0,0,4.5,9.1,120,1010.9,0,9.9,0,0,0,,Clear,clear-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-03T02:00:00,68.1,68.1,65.1,90.15,0,0,,0,0,12.5,0,291,1011.6,27.5,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-03T03:00:00,68.1,68.1,65.1,90.15,0,0,,0,0,12.1,0,291,1011.8,50.6,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-03T04:00:00,66.9,66.9,66,96.91,0.008,100,rain,0,0,9.4,11.4,340,1011.9,94.7,5.8,0,0,0,,"Rain, Overcast",rain,"D3611,USW00012917,KBPT,72241012917,72362953998"
nederland,2025-05-03T05:00:00,66,66,65.1,96.89,0.004,100,rain,0,0,11.2,10.2,20,1011.2,54.3,9.9,0,0,0,,"Rain, Partially cloudy",rain,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-03T06:00:00,66,66,64.2,93.93,0,0,,0,0,18.1,6.9,330,1012.3,100,9.9,0,0,0,,Overcast,cloudy,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-03T07:00:00,66,66,64.2,93.92,0,0,,0,0,20.1,6.9,360,1013.2,99.9,9.9,20,0.1,0,,Overcast,cloudy,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-03T08:00:00,66.9,66.9,64.2,91.07,0,0,,0,0,17.7,6.9,10,1013.4,100,9.9,41,0.1,0,,Overcast,cloudy,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-03T09:00:00,68.1,68.1,64.2,87.38,0,0,,0,0,20.8,10.2,350,1013.9,100,9.9,48,0.2,0,,Overcast,cloudy,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-03T10:00:00,71.1,71.1,63,75.61,0,0,,0,0,23.3,11.4,350,1014.1,0,9.9,250,0.9,3,,Clear,clear-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-03T11:00:00,73.2,73.2,62.9,70.34,0,0,,0,0,23.7,13.8,10,1014.5,27,9.9,695,2.5,7,,Partially cloudy,partly-cloudy-day,"USW00012917,KBPT,KORG,72241012917,BETT2,72362953998"
nederland,2025-05-03T12:00:00,75.9,75.9,61.1,60.19,0,0,,0,0,21.9,12.7,20,1014.6,50,9.9,966,3.5,10,,Partially cloudy,partly-cloudy-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-03T13:00:00,78.2,78.2,59,51.8,0,0,,0,0,21.9,10.2,350,1013.9,0,9.9,1014,3.7,10,,Clear,clear-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-03T14:00:00,79.1,79.1,57.8,48.18,0,0,,0,0,19,13.8,330,1013.6,0.6,9.9,984,3.5,10,,Clear,clear-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-03T15:00:00,80,80.1,55.1,42.32,0,0,,0,0,19.7,10.1,339,1013.5,0,9.9,904,3.3,9,,Clear,clear-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-03T16:00:00,80,79.7,51.1,36.57,0,0,,0,0,18.1,13.8,359,1013.2,0,9.9,770,2.8,8,,Clear,clear-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-03T17:00:00,80,79.4,47.9,32.47,0,0,,0,0,16.6,12.7,10,1012.9,0,9.9,647,2.3,6,,Clear,clear-day,"USW00012917,KBPT,KORG,72241012917,BETT2,72362953998"
nederland,2025-05-03T18:00:00,79,79,46.9,32.33,0,0,,0,0,20.8,12.7,10,1012.6,0,9.9,41,0.1,0,,Clear,clear-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-03T19:00:00,77,77,46.9,34.58,0,0,,0,0,12.8,10.2,10,1012.4,0,9.9,20,0.1,0,,Clear,clear-day,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-03T20:00:00,71.9,71.9,48.8,44.02,0,0,,0,0,10.1,4.6,340,1012.9,0,9.9,0,0,0,,Clear,clear-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-03T21:00:00,69.1,69.1,51.2,52.89,0,0,,0,0,10.7,4.6,360,1013.3,0,9.9,0,0,0,,Clear,clear-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-03T22:00:00,65.9,65.9,52.1,61.06,0,0,,0,0,11.9,5.7,350,1013.9,0,9.9,0,0,0,,Clear,clear-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-03T23:00:00,65.9,65.9,52.1,61.1,0,0,,0,0,12.5,4.6,340,1014.2,0,9.9,0,0,0,,Clear,clear-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
nederland,2025-05-04T00:00:00,62.9,62.9,52.1,67.74,0,0,,0,0,13,4.7,350,1014.2,0,9.9,0,0,0,,Clear,clear-night,"D3611,USW00012917,KBPT,KORG,72241012917,72362953998"
