time,area,actual_total_load_mw,total_load_forecast_mw
17/04/2025 11:45 - 17/04/2025 12:00,BZN|NL,14344.91,8495.75
17/04/2025 12:00 - 17/04/2025 12:15,BZN|NL,14383.54,8323.64
17/04/2025 12:15 - 17/04/2025 12:30,BZN|NL,14261.64,8077.1
17/04/2025 12:30 - 17/04/2025 12:45,BZN|NL,14050.34,7885.31
17/04/2025 12:45 - 17/04/2025 13:00,BZN|NL,14073.3,7644.19
17/04/2025 13:00 - 17/04/2025 13:15,BZN|NL,14036.4,7521.31
17/04/2025 13:15 - 17/04/2025 13:30,BZN|NL,13905.3,7368.46
17/04/2025 13:30 - 17/04/2025 13:45,BZN|NL,13942.9,7187.07
17/04/2025 13:45 - 17/04/2025 14:00,BZN|NL,13901.81,7163.9
17/04/2025 14:00 - 17/04/2025 14:15,BZN|NL,13812.4,7162.39
17/04/2025 14:15 - 17/04/2025 14:30,BZN|NL,13676.24,6964.68
17/04/2025 14:30 - 17/04/2025 14:45,BZN|NL,13701.68,6840.06
17/04/2025 14:45 - 17/04/2025 15:00,BZN|NL,13768.37,6774.8
17/04/2025 15:00 - 17/04/2025 15:15,BZN|NL,13808.23,6714.14
17/04/2025 15:15 - 17/04/2025 15:30,BZN|NL,13898.75,6654.66
17/04/2025 15:30 - 17/04/2025 15:45,BZN|NL,13981.2,6666.98
17/04/2025 15:45 - 17/04/2025 16:00,BZN|NL,13999.19,6677.92
17/04/2025 16:00 - 17/04/2025 16:15,BZN|NL,14066.63,6671.91
17/04/2025 16:15 - 17/04/2025 16:30,BZN|NL,14125.5,6892.69
17/04/2025 16:30 - 17/04/2025 16:45,BZN|NL,14208.28,7115.95
17/04/2025 16:45 - 17/04/2025 17:00,BZN|NL,14438.66,7290.14
17/04/2025 17:00 - 17/04/2025 17:15,BZN|NL,14679.67,7549.12
17/04/2025 17:15 - 17/04/2025 17:30,BZN|NL,14848,7947.33
17/04/2025 17:30 - 17/04/2025 17:45,BZN|NL,14996.83,8449.27
17/04/2025 17:45 - 17/04/2025 18:00,BZN|NL,15075.26,8964.77
17/04/2025 18:00 - 17/04/2025 18:15,BZN|NL,15017.42,9427.29
17/04/2025 18:15 - 17/04/2025 18:30,BZN|NL,15048.45,9873.59
17/04/2025 18:30 - 17/04/2025 18:45,BZN|NL,14935.7,10359.05
17/04/2025 18:45 - 17/04/2025 19:00,BZN|NL,14949.54,10773.84
17/04/2025 19:00 - 17/04/2025 19:15,BZN|NL,14951.74,11192.7
17/04/2025 19:15 - 17/04/2025 19:30,BZN|NL,14962.42,11636.38
17/04/2025 19:30 - 17/04/2025 19:45,BZN|NL,14934.21,12007.14
17/04/2025 19:45 - 17/04/2025 20:00,BZN|NL,14987.22,12253.11
17/04/2025 20:00 - 17/04/2025 20:15,BZN|NL,14925,12496.8
17/04/2025 20:15 - 17/04/2025 20:30,BZN|NL,14875.59,12680.12
17/04/2025 20:30 - 17/04/2025 20:45,BZN|NL,14764.6,12801.91
17/04/2025 20:45 - 17/04/2025 21:00,BZN|NL,14812.97,12843.14
17/04/2025 21:00 - 17/04/2025 21:15,BZN|NL,14684.19,12764.22
17/04/2025 21:15 - 17/04/2025 21:30,BZN|NL,14485.97,12668.55
17/04/2025 21:30 - 17/04/2025 21:45,BZN|NL,14347.97,12616.03
17/04/2025 21:45 - 17/04/2025 22:00,BZN|NL,14208.39,12528.41
17/04/2025 22:00 - 17/04/2025 22:15,BZN|NL,13837.28,12280.05
17/04/2025 22:15 - 17/04/2025 22:30,BZN|NL,13636.51,12151.47
17/04/2025 22:30 - 17/04/2025 22:45,BZN|NL,13359.76,12039.24
17/04/2025 22:45 - 17/04/2025 23:00,BZN|NL,13195.67,11900.1
17/04/2025 23:00 - 17/04/2025 23:15,BZN|NL,12848.66,11742.94
17/04/2025 23:15 - 17/04/2025 23:30,BZN|NL,12629.66,11593.23
17/04/2025 23:30 - 17/04/2025 23:45,BZN|NL,12481.9,11465.67
17/04/2025 23:45 - 18/04/2025 00:00,BZN|NL,12258.9,11273.55
18/04/2025 00:00 - 18/04/2025 00:15,BZN|NL,12056.67,10955.74
18/04/2025 00:15 - 18/04/2025 00:30,BZN|NL,11897.27,10863.36
18/04/2025 00:30 - 18/04/2025 00:45,BZN|NL,11805.89,10812.82
18/04/2025 00:45 - 18/04/2025 01:00,BZN|NL,11669.03,10695.24
18/04/2025 01:00 - 18/04/2025 01:15,BZN|NL,11511.61,10678.24
18/04/2025 01:15 - 18/04/2025 01:30,BZN|NL,11393.48,10631.27
18/04/2025 01:30 - 18/04/2025 01:45,BZN|NL,11326.13,10576
18/04/2025 01:45 - 18/04/2025 02:00,BZN|NL,11259.08,10511.92
18/04/2025 02:00 - 18/04/2025 02:15,BZN|NL,11094.93,10419.46
18/04/2025 02:15 - 18/04/2025 02:30,BZN|NL,10976.21,10419.92
18/04/2025 02:30 - 18/04/2025 02:45,BZN|NL,10878.17,10401.11
18/04/2025 02:45 - 18/04/2025 03:00,BZN|NL,10867.9,10381.05
18/04/2025 03:00 - 18/04/2025 03:15,BZN|NL,10884.58,10328.19
18/04/2025 03:15 - 18/04/2025 03:30,BZN|NL,10860.16,10288.89
18/04/2025 03:30 - 18/04/2025 03:45,BZN|NL,10758.31,10183
18/04/2025 03:45 - 18/04/2025 04:00,BZN|NL,10745.17,10081.49
18/04/2025 04:00 - 18/04/2025 04:15,BZN|NL,10716.68,10114.54
18/04/2025 04:15 - 18/04/2025 04:30,BZN|NL,10734.74,10153.12
18/04/2025 04:30 - 18/04/2025 04:45,BZN|NL,10792.3,10163.75
18/04/2025 04:45 - 18/04/2025 05:00,BZN|NL,10800.86,10164.56
18/04/2025 05:00 - 18/04/2025 05:15,BZN|NL,10989.7,10181.2
18/04/2025 05:15 - 18/04/2025 05:30,BZN|NL,11042.71,10279.24
18/04/2025 05:30 - 18/04/2025 05:45,BZN|NL,11201.14,10298.3
18/04/2025 05:45 - 18/04/2025 06:00,BZN|NL,11423.84,10359.08
18/04/2025 06:00 - 18/04/2025 06:15,BZN|NL,11855.39,10536.3
18/04/2025 06:15 - 18/04/2025 06:30,BZN|NL,12112.85,10776.79
18/04/2025 06:30 - 18/04/2025 06:45,BZN|NL,12286.73,10914.78
18/04/2025 06:45 - 18/04/2025 07:00,BZN|NL,12501.09,11092.17
18/04/2025 07:00 - 18/04/2025 07:15,BZN|NL,12979.02,11331.6
18/04/2025 07:15 - 18/04/2025 07:30,BZN|NL,13268.7,11579.49
18/04/2025 07:30 - 18/04/2025 07:45,BZN|NL,13477.72,11679.93
18/04/2025 07:45 - 18/04/2025 08:00,BZN|NL,13707.93,11767.93
18/04/2025 08:00 - 18/04/2025 08:15,BZN|NL,13921.78,11759.41
18/04/2025 08:15 - 18/04/2025 08:30,BZN|NL,14028.98,11520.69
18/04/2025 08:30 - 18/04/2025 08:45,BZN|NL,14154.98,11409.96
18/04/2025 08:45 - 18/04/2025 09:00,BZN|NL,14238.88,11292.58
18/04/2025 09:00 - 18/04/2025 09:15,BZN|NL,14260.98,10937.66
18/04/2025 09:15 - 18/04/2025 09:30,BZN|NL,14321.22,10369.8
18/04/2025 09:30 - 18/04/2025 09:45,BZN|NL,14304.71,9959.16
18/04/2025 09:45 - 18/04/2025 10:00,BZN|NL,14181.28,9455.37
18/04/2025 10:00 - 18/04/2025 10:15,BZN|NL,14030.27,9060.87
18/04/2025 10:15 - 18/04/2025 10:30,BZN|NL,13892.4,8589.73
18/04/2025 10:30 - 18/04/2025 10:45,BZN|NL,13722.4,8132.85
18/04/2025 10:45 - 18/04/2025 11:00,BZN|NL,13713.63,7930.46
18/04/2025 11:00 - 18/04/2025 11:15,BZN|NL,13531.99,7694.08
18/04/2025 11:15 - 18/04/2025 11:30,BZN|NL,13417.07,7380.9
18/04/2025 11:30 - 18/04/2025 11:45,BZN|NL,13325.28,6954.99
18/04/2025 11:45 - 18/04/2025 12:00,BZN|NL,13239.99,6744.98
18/04/2025 12:00 - 18/04/2025 12:15,BZN|NL,13093.62,6652.68
18/04/2025 12:15 - 18/04/2025 12:30,BZN|NL,13012.9,6344.83
18/04/2025 12:30 - 18/04/2025 12:45,BZN|NL,12954.98,6102.13
18/04/2025 12:45 - 18/04/2025 13:00,BZN|NL,13090.14,6037.19
18/04/2025 13:00 - 18/04/2025 13:15,BZN|NL,12957.14,5985.93
18/04/2025 13:15 - 18/04/2025 13:30,BZN|NL,12944.33,5947.11
18/04/2025 13:30 - 18/04/2025 13:45,BZN|NL,12759,5937.86
18/04/2025 13:45 - 18/04/2025 14:00,BZN|NL,12657.69,5869.1
18/04/2025 14:00 - 18/04/2025 14:15,BZN|NL,12529.13,5768.61
18/04/2025 14:15 - 18/04/2025 14:30,BZN|NL,12420.24,5831.54
18/04/2025 14:30 - 18/04/2025 14:45,BZN|NL,12343.4,5774.46
18/04/2025 14:45 - 18/04/2025 15:00,BZN|NL,12368.59,5777.05
18/04/2025 15:00 - 18/04/2025 15:15,BZN|NL,12220.69,5861.72
18/04/2025 15:15 - 18/04/2025 15:30,BZN|NL,12165.94,5933.16
18/04/2025 15:30 - 18/04/2025 15:45,BZN|NL,12240.57,6055.65
18/04/2025 15:45 - 18/04/2025 16:00,BZN|NL,12234.9,6212.39
18/04/2025 16:00 - 18/04/2025 16:15,BZN|NL,12327.39,6222.11
18/04/2025 16:15 - 18/04/2025 16:30,BZN|NL,12275.34,6592.81
18/04/2025 16:30 - 18/04/2025 16:45,BZN|NL,12315.49,6875.57
18/04/2025 16:45 - 18/04/2025 17:00,BZN|NL,12369.82,7042.4
18/04/2025 17:00 - 18/04/2025 17:15,BZN|NL,12469.27,7397.82
18/04/2025 17:15 - 18/04/2025 17:30,BZN|NL,12697.04,7899.78
18/04/2025 17:30 - 18/04/2025 17:45,BZN|NL,12727.25,8303.24
18/04/2025 17:45 - 18/04/2025 18:00,BZN|NL,12820.1,8768.46
18/04/2025 18:00 - 18/04/2025 18:15,BZN|NL,12795.31,9251.35
18/04/2025 18:15 - 18/04/2025 18:30,BZN|NL,12793.71,9763.49
18/04/2025 18:30 - 18/04/2025 18:45,BZN|NL,12804.86,10190.31
18/04/2025 18:45 - 18/04/2025 19:00,BZN|NL,12887,10585.55
18/04/2025 19:00 - 18/04/2025 19:15,BZN|NL,12990.53,10988.53
18/04/2025 19:15 - 18/04/2025 19:30,BZN|NL,13058.39,11343.93
18/04/2025 19:30 - 18/04/2025 19:45,BZN|NL,13127.84,11611.13
18/04/2025 19:45 - 18/04/2025 20:00,BZN|NL,13289.08,11757.2
18/04/2025 20:00 - 18/04/2025 20:15,BZN|NL,13407.55,11820.77
18/04/2025 20:15 - 18/04/2025 20:30,BZN|NL,13536.12,11874.93
18/04/2025 20:30 - 18/04/2025 20:45,BZN|NL,13653.07,11954.92
18/04/2025 20:45 - 18/04/2025 21:00,BZN|NL,13701.01,11969.96
18/04/2025 21:00 - 18/04/2025 21:15,BZN|NL,13670.52,11939.68
18/04/2025 21:15 - 18/04/2025 21:30,BZN|NL,13607.59,11816.99
18/04/2025 21:30 - 18/04/2025 21:45,BZN|NL,13462.52,11765.59
18/04/2025 21:45 - 18/04/2025 22:00,BZN|NL,13363.36,11690.44
18/04/2025 22:00 - 18/04/2025 22:15,BZN|NL,13181.53,11618.46
18/04/2025 22:15 - 18/04/2025 22:30,BZN|NL,13019.54,11515.01
18/04/2025 22:30 - 18/04/2025 22:45,BZN|NL,12792.64,11482.89
18/04/2025 22:45 - 18/04/2025 23:00,BZN|NL,12594.09,11366.29
18/04/2025 23:00 - 18/04/2025 23:15,BZN|NL,12375.51,11209.59
18/04/2025 23:15 - 18/04/2025 23:30,BZN|NL,12230.89,11167.36
18/04/2025 23:30 - 18/04/2025 23:45,BZN|NL,12063.72,11057.07
18/04/2025 23:45 - 19/04/2025 00:00,BZN|NL,11811.49,10876.11
19/04/2025 00:00 - 19/04/2025 00:15,BZN|NL,11628.49,10776.87
19/04/2025 00:15 - 19/04/2025 00:30,BZN|NL,11424.46,10671.83
19/04/2025 00:30 - 19/04/2025 00:45,BZN|NL,11237.76,10588.58
19/04/2025 00:45 - 19/04/2025 01:00,BZN|NL,11102.18,10469.3
19/04/2025 01:00 - 19/04/2025 01:15,BZN|NL,11003.57,10131.03
19/04/2025 01:15 - 19/04/2025 01:30,BZN|NL,10919.22,10030.53
19/04/2025 01:30 - 19/04/2025 01:45,BZN|NL,10844.33,9962.56
19/04/2025 01:45 - 19/04/2025 02:00,BZN|NL,10858.71,9910.78
19/04/2025 02:00 - 19/04/2025 02:15,BZN|NL,10846.74,9876.17
19/04/2025 02:15 - 19/04/2025 02:30,BZN|NL,10803.69,9813.82
19/04/2025 02:30 - 19/04/2025 02:45,BZN|NL,10686.63,9754.38
19/04/2025 02:45 - 19/04/2025 03:00,BZN|NL,10565.41,9655.74
19/04/2025 03:00 - 19/04/2025 03:15,BZN|NL,10519.52,9618.05
19/04/2025 03:15 - 19/04/2025 03:30,BZN|NL,10453.98,9628.83
19/04/2025 03:30 - 19/04/2025 03:45,BZN|NL,10385.31,9573.27
19/04/2025 03:45 - 19/04/2025 04:00,BZN|NL,10377.95,9536.27
19/04/2025 04:00 - 19/04/2025 04:15,BZN|NL,10368.09,9564.48
19/04/2025 04:15 - 19/04/2025 04:30,BZN|NL,10336.61,9628.45
19/04/2025 04:30 - 19/04/2025 04:45,BZN|NL,10340.49,9623.07
19/04/2025 04:45 - 19/04/2025 05:00,BZN|NL,10319.46,9576.22
19/04/2025 05:00 - 19/04/2025 05:15,BZN|NL,10401.7,9509.38
19/04/2025 05:15 - 19/04/2025 05:30,BZN|NL,10413.29,9477.91
19/04/2025 05:30 - 19/04/2025 05:45,BZN|NL,10480.55,9438.47
19/04/2025 05:45 - 19/04/2025 06:00,BZN|NL,10571.63,9424.97
19/04/2025 06:00 - 19/04/2025 06:15,BZN|NL,10766.8,9405.07
19/04/2025 06:15 - 19/04/2025 06:30,BZN|NL,10785.02,9423.03
19/04/2025 06:30 - 19/04/2025 06:45,BZN|NL,10841.65,9457.23
19/04/2025 06:45 - 19/04/2025 07:00,BZN|NL,10869.33,9502.99
19/04/2025 07:00 - 19/04/2025 07:15,BZN|NL,10923.13,9518.67
19/04/2025 07:15 - 19/04/2025 07:30,BZN|NL,10935.87,9463.95
19/04/2025 07:30 - 19/04/2025 07:45,BZN|NL,10998.57,9383
19/04/2025 07:45 - 19/04/2025 08:00,BZN|NL,11080.03,9244.18
19/04/2025 08:00 - 19/04/2025 08:15,BZN|NL,10955.09,9017.06
19/04/2025 08:15 - 19/04/2025 08:30,BZN|NL,10992.79,8664.25
19/04/2025 08:30 - 19/04/2025 08:45,BZN|NL,11127.99,8410.02
19/04/2025 08:45 - 19/04/2025 09:00,BZN|NL,11149.86,8144.43
19/04/2025 09:00 - 19/04/2025 09:15,BZN|NL,11130.63,7882.76
19/04/2025 09:15 - 19/04/2025 09:30,BZN|NL,11058.94,7553.71
19/04/2025 09:30 - 19/04/2025 09:45,BZN|NL,11085.54,7223.33
19/04/2025 09:45 - 19/04/2025 10:00,BZN|NL,11215.06,6880.75
19/04/2025 10:00 - 19/04/2025 10:15,BZN|NL,11180.52,6655.59
19/04/2025 10:15 - 19/04/2025 10:30,BZN|NL,11176.87,6326.35
19/04/2025 10:30 - 19/04/2025 10:45,BZN|NL,11178.86,6061.41
19/04/2025 10:45 - 19/04/2025 11:00,BZN|NL,11193.44,5867.29
19/04/2025 11:00 - 19/04/2025 11:15,BZN|NL,11129.81,5763.88
19/04/2025 11:15 - 19/04/2025 11:30,BZN|NL,11110.81,5708.3
19/04/2025 11:30 - 19/04/2025 11:45,BZN|NL,11109.79,5529.41
19/04/2025 11:45 - 19/04/2025 12:00,BZN|NL,11212.64,5380.81
19/04/2025 12:00 - 19/04/2025 12:15,BZN|NL,11166.14,5308.72
19/04/2025 12:15 - 19/04/2025 12:30,BZN|NL,11104.55,5252.96
19/04/2025 12:30 - 19/04/2025 12:45,BZN|NL,11125.75,5107.93
19/04/2025 12:45 - 19/04/2025 13:00,BZN|NL,11125.35,5010.85
19/04/2025 13:00 - 19/04/2025 13:15,BZN|NL,11066.37,5032.72
19/04/2025 13:15 - 19/04/2025 13:30,BZN|NL,11108.13,5020.97
19/04/2025 13:30 - 19/04/2025 13:45,BZN|NL,11114.52,5096.83
19/04/2025 13:45 - 19/04/2025 14:00,BZN|NL,11078.33,5301.02
19/04/2025 14:00 - 19/04/2025 14:15,BZN|NL,11159.32,5318.86
19/04/2025 14:15 - 19/04/2025 14:30,BZN|NL,11114.6,5351.5
19/04/2025 14:30 - 19/04/2025 14:45,BZN|NL,11095.44,5291.44
19/04/2025 14:45 - 19/04/2025 15:00,BZN|NL,11041.33,5294.28
19/04/2025 15:00 - 19/04/2025 15:15,BZN|NL,10886.26,5270.67
19/04/2025 15:15 - 19/04/2025 15:30,BZN|NL,10831.51,5376.37
19/04/2025 15:30 - 19/04/2025 15:45,BZN|NL,10853.86,5349.82
19/04/2025 15:45 - 19/04/2025 16:00,BZN|NL,10815.79,5410.09
19/04/2025 16:00 - 19/04/2025 16:15,BZN|NL,11017.55,5369.91
19/04/2025 16:15 - 19/04/2025 16:30,BZN|NL,10935.2,5550.07
19/04/2025 16:30 - 19/04/2025 16:45,BZN|NL,10873.01,5644.65
19/04/2025 16:45 - 19/04/2025 17:00,BZN|NL,10980.83,5775.96
19/04/2025 17:00 - 19/04/2025 17:15,BZN|NL,11172.68,6053.08
19/04/2025 17:15 - 19/04/2025 17:30,BZN|NL,11288.91,6277.87
19/04/2025 17:30 - 19/04/2025 17:45,BZN|NL,11442.21,6611.85
19/04/2025 17:45 - 19/04/2025 18:00,BZN|NL,11549.25,6948.13
19/04/2025 18:00 - 19/04/2025 18:15,BZN|NL,11632.29,7231.38
19/04/2025 18:15 - 19/04/2025 18:30,BZN|NL,11656.81,7602.51
19/04/2025 18:30 - 19/04/2025 18:45,BZN|NL,11746.45,8042.27
19/04/2025 18:45 - 19/04/2025 19:00,BZN|NL,11817.13,8475.1
19/04/2025 19:00 - 19/04/2025 19:15,BZN|NL,11973.61,8885.09
19/04/2025 19:15 - 19/04/2025 19:30,BZN|NL,12055.34,9398.99
19/04/2025 19:30 - 19/04/2025 19:45,BZN|NL,12118.77,9779.82
19/04/2025 19:45 - 19/04/2025 20:00,BZN|NL,12263.88,10084.79
19/04/2025 20:00 - 19/04/2025 20:15,BZN|NL,12416.08,10273.33
19/04/2025 20:15 - 19/04/2025 20:30,BZN|NL,12692.34,10319.45
19/04/2025 20:30 - 19/04/2025 20:45,BZN|NL,12779.75,10380.09
19/04/2025 20:45 - 19/04/2025 21:00,BZN|NL,12853.37,10462.51
19/04/2025 21:00 - 19/04/2025 21:15,BZN|NL,12851.03,10625.66
19/04/2025 21:15 - 19/04/2025 21:30,BZN|NL,12789.51,10748.48
19/04/2025 21:30 - 19/04/2025 21:45,BZN|NL,12674.8,10776.12
19/04/2025 21:45 - 19/04/2025 22:00,BZN|NL,12592.5,10720.87
19/04/2025 22:00 - 19/04/2025 22:15,BZN|NL,12346.32,10615.69
19/04/2025 22:15 - 19/04/2025 22:30,BZN|NL,12189.3,10575.9
19/04/2025 22:30 - 19/04/2025 22:45,BZN|NL,12023.69,10474.58
19/04/2025 22:45 - 19/04/2025 23:00,BZN|NL,11897.75,10395.64
19/04/2025 23:00 - 19/04/2025 23:15,BZN|NL,11675.27,10345.42
19/04/2025 23:15 - 19/04/2025 23:30,BZN|NL,11563.01,10351.34
19/04/2025 23:30 - 19/04/2025 23:45,BZN|NL,11387.9,10304.47
19/04/2025 23:45 - 20/04/2025 00:00,BZN|NL,11288.04,10220.41
20/04/2025 00:00 - 20/04/2025 00:15,BZN|NL,11110.2,8734.51
20/04/2025 00:15 - 20/04/2025 00:30,BZN|NL,10988.32,8751.16
20/04/2025 00:30 - 20/04/2025 00:45,BZN|NL,10890.8,8716.67
20/04/2025 00:45 - 20/04/2025 01:00,BZN|NL,10766.46,8689.49
20/04/2025 01:00 - 20/04/2025 01:15,BZN|NL,10679.4,9881.88
20/04/2025 01:15 - 20/04/2025 01:30,BZN|NL,10572.29,9837.35
20/04/2025 01:30 - 20/04/2025 01:45,BZN|NL,10429.43,9817.27
20/04/2025 01:45 - 20/04/2025 02:00,BZN|NL,10381.65,9711.97
20/04/2025 02:00 - 20/04/2025 02:15,BZN|NL,10271.09,9698.79
20/04/2025 02:15 - 20/04/2025 02:30,BZN|NL,10236.44,9691.75
20/04/2025 02:30 - 20/04/2025 02:45,BZN|NL,10199.62,9634.86
20/04/2025 02:45 - 20/04/2025 03:00,BZN|NL,10091.97,9591.81
20/04/2025 03:00 - 20/04/2025 03:15,BZN|NL,10079.79,9587.29
20/04/2025 03:15 - 20/04/2025 03:30,BZN|NL,10039.94,9569.56
20/04/2025 03:30 - 20/04/2025 03:45,BZN|NL,10011.2,9471.39
20/04/2025 03:45 - 20/04/2025 04:00,BZN|NL,10002.03,9461.03
20/04/2025 04:00 - 20/04/2025 04:15,BZN|NL,10012.58,9543.49
20/04/2025 04:15 - 20/04/2025 04:30,BZN|NL,9986.09,9622.25
20/04/2025 04:30 - 20/04/2025 04:45,BZN|NL,9968.93,9639.35
20/04/2025 04:45 - 20/04/2025 05:00,BZN|NL,9959.06,9640.31
20/04/2025 05:00 - 20/04/2025 05:15,BZN|NL,10057.56,9655.59
20/04/2025 05:15 - 20/04/2025 05:30,BZN|NL,10042.27,9725.32
20/04/2025 05:30 - 20/04/2025 05:45,BZN|NL,10059.54,9753.97
20/04/2025 05:45 - 20/04/2025 06:00,BZN|NL,10077.69,9755.34
20/04/2025 06:00 - 20/04/2025 06:15,BZN|NL,10156.85,9585.67
20/04/2025 06:15 - 20/04/2025 06:30,BZN|NL,10152.68,9571.69
20/04/2025 06:30 - 20/04/2025 06:45,BZN|NL,10098.81,9587.35
20/04/2025 06:45 - 20/04/2025 07:00,BZN|NL,10052.8,9620.69
20/04/2025 07:00 - 20/04/2025 07:15,BZN|NL,10050.49,9656.43
20/04/2025 07:15 - 20/04/2025 07:30,BZN|NL,9991.43,9631.87
20/04/2025 07:30 - 20/04/2025 07:45,BZN|NL,10042.45,9597.27
20/04/2025 07:45 - 20/04/2025 08:00,BZN|NL,10068.72,9557.83
20/04/2025 08:00 - 20/04/2025 08:15,BZN|NL,10071.67,9534.38
20/04/2025 08:15 - 20/04/2025 08:30,BZN|NL,10152.64,9384.43
20/04/2025 08:30 - 20/04/2025 08:45,BZN|NL,10252.16,9201.28
20/04/2025 08:45 - 20/04/2025 09:00,BZN|NL,10335.48,9024.29
20/04/2025 09:00 - 20/04/2025 09:15,BZN|NL,10347.32,8775.29
20/04/2025 09:15 - 20/04/2025 09:30,BZN|NL,10438.95,8414.42
20/04/2025 09:30 - 20/04/2025 09:45,BZN|NL,10628.11,8208.95
20/04/2025 09:45 - 20/04/2025 10:00,BZN|NL,10730.25,8015.32
20/04/2025 10:00 - 20/04/2025 10:15,BZN|NL,10533.93,7791.2
20/04/2025 10:15 - 20/04/2025 10:30,BZN|NL,10518.54,7474.22
20/04/2025 10:30 - 20/04/2025 10:45,BZN|NL,10652.79,7143.74
20/04/2025 10:45 - 20/04/2025 11:00,BZN|NL,10602.81,7047.17
20/04/2025 11:00 - 20/04/2025 11:15,BZN|NL,10416.58,6974.81
20/04/2025 11:15 - 20/04/2025 11:30,BZN|NL,10437.64,6798.72
20/04/2025 11:30 - 20/04/2025 11:45,BZN|NL,10409.23,6564
20/04/2025 11:45 - 20/04/2025 12:00,BZN|NL,10489.73,6463.35
20/04/2025 12:00 - 20/04/2025 12:15,BZN|NL,10492.16,6413.9
20/04/2025 12:15 - 20/04/2025 12:30,BZN|NL,10499.61,6362.06
20/04/2025 12:30 - 20/04/2025 12:45,BZN|NL,10538.16,6186.64
20/04/2025 12:45 - 20/04/2025 13:00,BZN|NL,10574.59,6170.36
20/04/2025 13:00 - 20/04/2025 13:15,BZN|NL,10587.28,6147.17
20/04/2025 13:15 - 20/04/2025 13:30,BZN|NL,10564.95,6139.54
20/04/2025 13:30 - 20/04/2025 13:45,BZN|NL,10529.84,6233
20/04/2025 13:45 - 20/04/2025 14:00,BZN|NL,10459.82,6119.63
20/04/2025 14:00 - 20/04/2025 14:15,BZN|NL,10279.12,6033.07
20/04/2025 14:15 - 20/04/2025 14:30,BZN|NL,10180.68,6075.4
20/04/2025 14:30 - 20/04/2025 14:45,BZN|NL,10098.43,6074.55
20/04/2025 14:45 - 20/04/2025 15:00,BZN|NL,10080.84,6080.87
20/04/2025 15:00 - 20/04/2025 15:15,BZN|NL,10265.81,6083.85
20/04/2025 15:15 - 20/04/2025 15:30,BZN|NL,10070.38,6132.96
20/04/2025 15:30 - 20/04/2025 15:45,BZN|NL,10098.18,6203.4
20/04/2025 15:45 - 20/04/2025 16:00,BZN|NL,10043.18,6154.81
20/04/2025 16:00 - 20/04/2025 16:15,BZN|NL,10219.21,6190.9
20/04/2025 16:15 - 20/04/2025 16:30,BZN|NL,10345.18,6355.03
20/04/2025 16:30 - 20/04/2025 16:45,BZN|NL,10393.03,6648.37
20/04/2025 16:45 - 20/04/2025 17:00,BZN|NL,10525.75,6907.2
20/04/2025 17:00 - 20/04/2025 17:15,BZN|NL,10850.61,7374.95
20/04/2025 17:15 - 20/04/2025 17:30,BZN|NL,11083.68,7689.64
20/04/2025 17:30 - 20/04/2025 17:45,BZN|NL,11233.82,8006.76
20/04/2025 17:45 - 20/04/2025 18:00,BZN|NL,11385.42,8461.17
20/04/2025 18:00 - 20/04/2025 18:15,BZN|NL,11498.82,8791.73
20/04/2025 18:15 - 20/04/2025 18:30,BZN|NL,11557.74,9111.31
20/04/2025 18:30 - 20/04/2025 18:45,BZN|NL,11581.42,9383.82
20/04/2025 18:45 - 20/04/2025 19:00,BZN|NL,11626.53,9774.1
20/04/2025 19:00 - 20/04/2025 19:15,BZN|NL,11700.98,10043.43
20/04/2025 19:15 - 20/04/2025 19:30,BZN|NL,11771.54,10361.83
20/04/2025 19:30 - 20/04/2025 19:45,BZN|NL,11846.49,10635.6
20/04/2025 19:45 - 20/04/2025 20:00,BZN|NL,11925.75,10926.2
20/04/2025 20:00 - 20/04/2025 20:15,BZN|NL,12070.22,11155.49
20/04/2025 20:15 - 20/04/2025 20:30,BZN|NL,12153.87,11368.93
20/04/2025 20:30 - 20/04/2025 20:45,BZN|NL,12186.7,11468.09
20/04/2025 20:45 - 20/04/2025 21:00,BZN|NL,12295.18,11513.42
20/04/2025 21:00 - 20/04/2025 21:15,BZN|NL,12304.41,11555.31
20/04/2025 21:15 - 20/04/2025 21:30,BZN|NL,12228.8,11528.26
20/04/2025 21:30 - 20/04/2025 21:45,BZN|NL,12139.65,11480.27
20/04/2025 21:45 - 20/04/2025 22:00,BZN|NL,12081.33,11406.2
20/04/2025 22:00 - 20/04/2025 22:15,BZN|NL,11949,11278.86
20/04/2025 22:15 - 20/04/2025 22:30,BZN|NL,11863.46,11180.17
20/04/2025 22:30 - 20/04/2025 22:45,BZN|NL,11695.25,11077.74
20/04/2025 22:45 - 20/04/2025 23:00,BZN|NL,11549.93,10962.2
20/04/2025 23:00 - 20/04/2025 23:15,BZN|NL,11346.48,10924.22
20/04/2025 23:15 - 20/04/2025 23:30,BZN|NL,11187.28,10901.53
20/04/2025 23:30 - 20/04/2025 23:45,BZN|NL,11071.42,10786.76
20/04/2025 23:45 - 21/04/2025 00:00,BZN|NL,10899.3,10681.32
21/04/2025 00:00 - 21/04/2025 00:15,BZN|NL,10839.61,10483.9
21/04/2025 00:15 - 21/04/2025 00:30,BZN|NL,10704.62,10413.12
21/04/2025 00:30 - 21/04/2025 00:45,BZN|NL,10634.99,10328.78
21/04/2025 00:45 - 21/04/2025 01:00,BZN|NL,10457.7,10220.89
