time,area,actual_total_load_mw,total_load_forecast_mw
07/04/2025 16:45 - 07/04/2025 17:00,BZN|NL,12664.07,9126.74
07/04/2025 17:00 - 07/04/2025 17:15,BZN|NL,12877.23,9530.38
07/04/2025 17:15 - 07/04/2025 17:30,BZN|NL,13043.33,10059.18
07/04/2025 17:30 - 07/04/2025 17:45,BZN|NL,13179.79,10534.79
07/04/2025 17:45 - 07/04/2025 18:00,BZN|NL,13294.57,11051.47
07/04/2025 18:00 - 07/04/2025 18:15,BZN|NL,13369.36,11440.32
07/04/2025 18:15 - 07/04/2025 18:30,BZN|NL,13400.19,11958.18
07/04/2025 18:30 - 07/04/2025 18:45,BZN|NL,13437.49,12506.7
07/04/2025 18:45 - 07/04/2025 19:00,BZN|NL,13523.03,12985.07
07/04/2025 19:00 - 07/04/2025 19:15,BZN|NL,13766.44,13315.77
07/04/2025 19:15 - 07/04/2025 19:30,BZN|NL,13842.94,13632.1
07/04/2025 19:30 - 07/04/2025 19:45,BZN|NL,13993.76,13950.72
07/04/2025 19:45 - 07/04/2025 20:00,BZN|NL,14217.79,14156.54
07/04/2025 20:00 - 07/04/2025 20:15,BZN|NL,14416.86,14316.32
07/04/2025 20:15 - 07/04/2025 20:30,BZN|NL,14532.87,14385.58
07/04/2025 20:30 - 07/04/2025 20:45,BZN|NL,14611.93,14364.8
07/04/2025 20:45 - 07/04/2025 21:00,BZN|NL,14614.39,14332.58
07/04/2025 21:00 - 07/04/2025 21:15,BZN|NL,14407.94,14351.38
07/04/2025 21:15 - 07/04/2025 21:30,BZN|NL,14272.01,14312.68
07/04/2025 21:30 - 07/04/2025 21:45,BZN|NL,14071.61,14242.85
07/04/2025 21:45 - 07/04/2025 22:00,BZN|NL,13930.09,14185.94
07/04/2025 22:00 - 07/04/2025 22:15,BZN|NL,13601.11,14063.27
07/04/2025 22:15 - 07/04/2025 22:30,BZN|NL,13400.28,13947.36
07/04/2025 22:30 - 07/04/2025 22:45,BZN|NL,13142.26,13807.04
07/04/2025 22:45 - 07/04/2025 23:00,BZN|NL,12920.12,13607.65
07/04/2025 23:00 - 07/04/2025 23:15,BZN|NL,12595.46,13317.78
07/04/2025 23:15 - 07/04/2025 23:30,BZN|NL,12425.78,13139.97
07/04/2025 23:30 - 07/04/2025 23:45,BZN|NL,12204.02,13022.02
07/04/2025 23:45 - 08/04/2025 00:00,BZN|NL,12019.78,12918.94
08/04/2025 00:00 - 08/04/2025 00:15,BZN|NL,11914.17,12513.7
08/04/2025 00:15 - 08/04/2025 00:30,BZN|NL,11728.75,12414.6
08/04/2025 00:30 - 08/04/2025 00:45,BZN|NL,11529.2,12288.34
08/04/2025 00:45 - 08/04/2025 01:00,BZN|NL,11388.44,12135.31
08/04/2025 01:00 - 08/04/2025 01:15,BZN|NL,11203.94,12269.36
08/04/2025 01:15 - 08/04/2025 01:30,BZN|NL,11112.72,12195.37
08/04/2025 01:30 - 08/04/2025 01:45,BZN|NL,11014.27,12135.72
08/04/2025 01:45 - 08/04/2025 02:00,BZN|NL,10865.28,12059.62
08/04/2025 02:00 - 08/04/2025 02:15,BZN|NL,10830.95,11918.19
08/04/2025 02:15 - 08/04/2025 02:30,BZN|NL,10781.77,11773.81
08/04/2025 02:30 - 08/04/2025 02:45,BZN|NL,10738.39,11685.31
08/04/2025 02:45 - 08/04/2025 03:00,BZN|NL,10652.07,11588.61
08/04/2025 03:00 - 08/04/2025 03:15,BZN|NL,10692.28,11549.67
08/04/2025 03:15 - 08/04/2025 03:30,BZN|NL,10695.44,11510.08
08/04/2025 03:30 - 08/04/2025 03:45,BZN|NL,10680.12,11460.4
08/04/2025 03:45 - 08/04/2025 04:00,BZN|NL,10621.05,11408.04
08/04/2025 04:00 - 08/04/2025 04:15,BZN|NL,10662.48,11364.11
08/04/2025 04:15 - 08/04/2025 04:30,BZN|NL,10649.9,11379.24
08/04/2025 04:30 - 08/04/2025 04:45,BZN|NL,10688.68,11373.36
08/04/2025 04:45 - 08/04/2025 05:00,BZN|NL,10772.77,11390.7
08/04/2025 05:00 - 08/04/2025 05:15,BZN|NL,11001.43,11417.73
08/04/2025 05:15 - 08/04/2025 05:30,BZN|NL,11132.22,11448.88
08/04/2025 05:30 - 08/04/2025 05:45,BZN|NL,11334.89,11494.44
08/04/2025 05:45 - 08/04/2025 06:00,BZN|NL,11569.4,11555.89
08/04/2025 06:00 - 08/04/2025 06:15,BZN|NL,12075.38,11687.92
08/04/2025 06:15 - 08/04/2025 06:30,BZN|NL,12439.8,11829.25
08/04/2025 06:30 - 08/04/2025 06:45,BZN|NL,12794.66,12003.06
08/04/2025 06:45 - 08/04/2025 07:00,BZN|NL,13129.46,12195.41
08/04/2025 07:00 - 08/04/2025 07:15,BZN|NL,13618.29,12459.44
08/04/2025 07:15 - 08/04/2025 07:30,BZN|NL,13882.27,12711
08/04/2025 07:30 - 08/04/2025 07:45,BZN|NL,14066.19,12892.7
08/04/2025 07:45 - 08/04/2025 08:00,BZN|NL,14195.17,13055.66
08/04/2025 08:00 - 08/04/2025 08:15,BZN|NL,14105.42,13177.44
08/04/2025 08:15 - 08/04/2025 08:30,BZN|NL,14042.98,13222.18
08/04/2025 08:30 - 08/04/2025 08:45,BZN|NL,13971.02,13180.57
08/04/2025 08:45 - 08/04/2025 09:00,BZN|NL,13946.37,13127.68
08/04/2025 09:00 - 08/04/2025 09:15,BZN|NL,13738.28,12948.18
08/04/2025 09:15 - 08/04/2025 09:30,BZN|NL,13535.61,12636.45
08/04/2025 09:30 - 08/04/2025 09:45,BZN|NL,13472.6,12329.18
08/04/2025 09:45 - 08/04/2025 10:00,BZN|NL,13400.91,11993.02
08/04/2025 10:00 - 08/04/2025 10:15,BZN|NL,13311.98,11490.04
08/04/2025 10:15 - 08/04/2025 10:30,BZN|NL,13046.1,10973.57
08/04/2025 10:30 - 08/04/2025 10:45,BZN|NL,12998.25,10541.64
08/04/2025 10:45 - 08/04/2025 11:00,BZN|NL,13002.47,10139.25
08/04/2025 11:00 - 08/04/2025 11:15,BZN|NL,12814.15,9648.65
08/04/2025 11:15 - 08/04/2025 11:30,BZN|NL,12878.66,9206.79
08/04/2025 11:30 - 08/04/2025 11:45,BZN|NL,12751.16,8803.03
08/04/2025 11:45 - 08/04/2025 12:00,BZN|NL,12779.58,8474.59
08/04/2025 12:00 - 08/04/2025 12:15,BZN|NL,12744.95,8279.21
08/04/2025 12:15 - 08/04/2025 12:30,BZN|NL,12753.49,7868.33
08/04/2025 12:30 - 08/04/2025 12:45,BZN|NL,12666.68,7584.76
08/04/2025 12:45 - 08/04/2025 13:00,BZN|NL,12630.41,7548.56
08/04/2025 13:00 - 08/04/2025 13:15,BZN|NL,12647.69,7423.53
08/04/2025 13:15 - 08/04/2025 13:30,BZN|NL,12676.4,7322.85
08/04/2025 13:30 - 08/04/2025 13:45,BZN|NL,12527.1,7331.65
08/04/2025 13:45 - 08/04/2025 14:00,BZN|NL,12330.38,7344.86
08/04/2025 14:00 - 08/04/2025 14:15,BZN|NL,12435.17,7481.87
08/04/2025 14:15 - 08/04/2025 14:30,BZN|NL,12348.95,7524.85
08/04/2025 14:30 - 08/04/2025 14:45,BZN|NL,12274.15,7567.56
08/04/2025 14:45 - 08/04/2025 15:00,BZN|NL,12281.74,7649.06
08/04/2025 15:00 - 08/04/2025 15:15,BZN|NL,12410.7,7788.46
08/04/2025 15:15 - 08/04/2025 15:30,BZN|NL,12453.08,8017.33
08/04/2025 15:30 - 08/04/2025 15:45,BZN|NL,12420.4,8158.04
08/04/2025 15:45 - 08/04/2025 16:00,BZN|NL,12337.8,8397.51
08/04/2025 16:00 - 08/04/2025 16:15,BZN|NL,12325.48,8645.82
08/04/2025 16:15 - 08/04/2025 16:30,BZN|NL,12338.71,9060.48
08/04/2025 16:30 - 08/04/2025 16:45,BZN|NL,12419.29,9408.44
08/04/2025 16:45 - 08/04/2025 17:00,BZN|NL,12578.46,9718.43
08/04/2025 17:00 - 08/04/2025 17:15,BZN|NL,12846.09,10104.75
08/04/2025 17:15 - 08/04/2025 17:30,BZN|NL,12972.78,10658.09
08/04/2025 17:30 - 08/04/2025 17:45,BZN|NL,13069.96,11174.38
08/04/2025 17:45 - 08/04/2025 18:00,BZN|NL,13222.82,11672.11
08/04/2025 18:00 - 08/04/2025 18:15,BZN|NL,13387.73,11974.24
08/04/2025 18:15 - 08/04/2025 18:30,BZN|NL,13371.32,12495.78
08/04/2025 18:30 - 08/04/2025 18:45,BZN|NL,13384.51,12824.82
08/04/2025 18:45 - 08/04/2025 19:00,BZN|NL,13522.85,13150.45
08/04/2025 19:00 - 08/04/2025 19:15,BZN|NL,13779.36,13356.89
08/04/2025 19:15 - 08/04/2025 19:30,BZN|NL,13811.93,13533.46
08/04/2025 19:30 - 08/04/2025 19:45,BZN|NL,13946.34,13770.65
08/04/2025 19:45 - 08/04/2025 20:00,BZN|NL,14142.55,14051.09
08/04/2025 20:00 - 08/04/2025 20:15,BZN|NL,14297.39,14226.63
08/04/2025 20:15 - 08/04/2025 20:30,BZN|NL,14468.55,14244.38
08/04/2025 20:30 - 08/04/2025 20:45,BZN|NL,14542.86,14227.59
08/04/2025 20:45 - 08/04/2025 21:00,BZN|NL,14618.09,14237.29
08/04/2025 21:00 - 08/04/2025 21:15,BZN|NL,14435.63,14226.14
08/04/2025 21:15 - 08/04/2025 21:30,BZN|NL,14272.52,14105.48
08/04/2025 21:30 - 08/04/2025 21:45,BZN|NL,14078.61,13969.47
08/04/2025 21:45 - 08/04/2025 22:00,BZN|NL,13953.07,13821.11
08/04/2025 22:00 - 08/04/2025 22:15,BZN|NL,13551.12,13631.41
08/04/2025 22:15 - 08/04/2025 22:30,BZN|NL,13271.31,13557.16
08/04/2025 22:30 - 08/04/2025 22:45,BZN|NL,13084.88,13372.59
08/04/2025 22:45 - 08/04/2025 23:00,BZN|NL,12897.1,13117.39
08/04/2025 23:00 - 08/04/2025 23:15,BZN|NL,12566.45,12806.39
08/04/2025 23:15 - 08/04/2025 23:30,BZN|NL,12319.95,12716.12
08/04/2025 23:30 - 08/04/2025 23:45,BZN|NL,12109.03,12594
08/04/2025 23:45 - 09/04/2025 00:00,BZN|NL,11938.46,12368.68
09/04/2025 00:00 - 09/04/2025 00:15,BZN|NL,11708.57,12230.88
09/04/2025 00:15 - 09/04/2025 00:30,BZN|NL,11544.9,12046.12
09/04/2025 00:30 - 09/04/2025 00:45,BZN|NL,11378.56,11846.99
09/04/2025 00:45 - 09/04/2025 01:00,BZN|NL,11254.49,11665.65
09/04/2025 01:00 - 09/04/2025 01:15,BZN|NL,11091.99,11592.29
09/04/2025 01:15 - 09/04/2025 01:30,BZN|NL,11045.52,11496.37
09/04/2025 01:30 - 09/04/2025 01:45,BZN|NL,10949.66,11348.5
09/04/2025 01:45 - 09/04/2025 02:00,BZN|NL,10862.86,11255.15
09/04/2025 02:00 - 09/04/2025 02:15,BZN|NL,10694.47,11152.28
09/04/2025 02:15 - 09/04/2025 02:30,BZN|NL,10643.73,10988.79
09/04/2025 02:30 - 09/04/2025 02:45,BZN|NL,10611.09,10872.04
09/04/2025 02:45 - 09/04/2025 03:00,BZN|NL,10621.82,10811.39
09/04/2025 03:00 - 09/04/2025 03:15,BZN|NL,10629.44,10845.39
09/04/2025 03:15 - 09/04/2025 03:30,BZN|NL,10560.59,10864.43
09/04/2025 03:30 - 09/04/2025 03:45,BZN|NL,10504.9,10839.44
09/04/2025 03:45 - 09/04/2025 04:00,BZN|NL,10485.57,10809.34
09/04/2025 04:00 - 09/04/2025 04:15,BZN|NL,10564.36,10784.65
09/04/2025 04:15 - 09/04/2025 04:30,BZN|NL,10615.67,10772.84
09/04/2025 04:30 - 09/04/2025 04:45,BZN|NL,10674.82,10785.32
09/04/2025 04:45 - 09/04/2025 05:00,BZN|NL,10721.12,10779.36
09/04/2025 05:00 - 09/04/2025 05:15,BZN|NL,10831.62,10753.59
09/04/2025 05:15 - 09/04/2025 05:30,BZN|NL,10921.9,10747.36
09/04/2025 05:30 - 09/04/2025 05:45,BZN|NL,11104.46,10816.31
09/04/2025 05:45 - 09/04/2025 06:00,BZN|NL,11305.38,10952.36
09/04/2025 06:00 - 09/04/2025 06:15,BZN|NL,11940.29,11170.25
09/04/2025 06:15 - 09/04/2025 06:30,BZN|NL,12293.31,11346.8
09/04/2025 06:30 - 09/04/2025 06:45,BZN|NL,12583.34,11473.29
09/04/2025 06:45 - 09/04/2025 07:00,BZN|NL,12927.27,11635.76
09/04/2025 07:00 - 09/04/2025 07:15,BZN|NL,13431.17,11807.4
09/04/2025 07:15 - 09/04/2025 07:30,BZN|NL,13749.41,11977.86
09/04/2025 07:30 - 09/04/2025 07:45,BZN|NL,14056.75,12107.01
09/04/2025 07:45 - 09/04/2025 08:00,BZN|NL,14278.54,12239.25
09/04/2025 08:00 - 09/04/2025 08:15,BZN|NL,14352.29,12300.55
09/04/2025 08:15 - 09/04/2025 08:30,BZN|NL,14398.28,12235.57
09/04/2025 08:30 - 09/04/2025 08:45,BZN|NL,14435.11,12186.31
09/04/2025 08:45 - 09/04/2025 09:00,BZN|NL,14531.47,12087.51
09/04/2025 09:00 - 09/04/2025 09:15,BZN|NL,14381.75,11882.61
09/04/2025 09:15 - 09/04/2025 09:30,BZN|NL,14241.64,11680.04
09/04/2025 09:30 - 09/04/2025 09:45,BZN|NL,14179.22,11436.7
09/04/2025 09:45 - 09/04/2025 10:00,BZN|NL,14049.05,11156.98
09/04/2025 10:00 - 09/04/2025 10:15,BZN|NL,13837.41,10774.14
09/04/2025 10:15 - 09/04/2025 10:30,BZN|NL,13724.19,10416.95
09/04/2025 10:30 - 09/04/2025 10:45,BZN|NL,13726.71,10197.44
09/04/2025 10:45 - 09/04/2025 11:00,BZN|NL,13623.2,10025.46
09/04/2025 11:00 - 09/04/2025 11:15,BZN|NL,13378.86,9779.35
09/04/2025 11:15 - 09/04/2025 11:30,BZN|NL,13320.68,9628.35
09/04/2025 11:30 - 09/04/2025 11:45,BZN|NL,13362.22,9436.93
09/04/2025 11:45 - 09/04/2025 12:00,BZN|NL,13241.17,9247.08
09/04/2025 12:00 - 09/04/2025 12:15,BZN|NL,12975.77,9258.26
09/04/2025 12:15 - 09/04/2025 12:30,BZN|NL,12890.4,9093.05
09/04/2025 12:30 - 09/04/2025 12:45,BZN|NL,12864.68,8903.66
09/04/2025 12:45 - 09/04/2025 13:00,BZN|NL,12953.79,8917.52
09/04/2025 13:00 - 09/04/2025 13:15,BZN|NL,12931.45,8861.68
09/04/2025 13:15 - 09/04/2025 13:30,BZN|NL,12930.74,8833.62
09/04/2025 13:30 - 09/04/2025 13:45,BZN|NL,12871.8,8879.56
09/04/2025 13:45 - 09/04/2025 14:00,BZN|NL,12906.77,8874.84
09/04/2025 14:00 - 09/04/2025 14:15,BZN|NL,12846.55,8772.32
09/04/2025 14:15 - 09/04/2025 14:30,BZN|NL,12773.42,8714.59
09/04/2025 14:30 - 09/04/2025 14:45,BZN|NL,12723.78,8734.39
09/04/2025 14:45 - 09/04/2025 15:00,BZN|NL,12756.57,8694.52
09/04/2025 15:00 - 09/04/2025 15:15,BZN|NL,12725.32,8658.55
09/04/2025 15:15 - 09/04/2025 15:30,BZN|NL,12756.41,8757.29
09/04/2025 15:30 - 09/04/2025 15:45,BZN|NL,12604.93,8795.7
09/04/2025 15:45 - 09/04/2025 16:00,BZN|NL,12610.36,8845.39
09/04/2025 16:00 - 09/04/2025 16:15,BZN|NL,12678.36,9032.61
09/04/2025 16:15 - 09/04/2025 16:30,BZN|NL,12652.53,9276.88
09/04/2025 16:30 - 09/04/2025 16:45,BZN|NL,12706.98,9355.27
09/04/2025 16:45 - 09/04/2025 17:00,BZN|NL,12848.21,9444.35
09/04/2025 17:00 - 09/04/2025 17:15,BZN|NL,13143.82,9724.45
09/04/2025 17:15 - 09/04/2025 17:30,BZN|NL,13250.96,10054.23
09/04/2025 17:30 - 09/04/2025 17:45,BZN|NL,13358.17,10431.06
09/04/2025 17:45 - 09/04/2025 18:00,BZN|NL,13529.04,10828.1
09/04/2025 18:00 - 09/04/2025 18:15,BZN|NL,13619.24,11176.04
09/04/2025 18:15 - 09/04/2025 18:30,BZN|NL,13652.73,11478.51
09/04/2025 18:30 - 09/04/2025 18:45,BZN|NL,13651.29,11790.28
09/04/2025 18:45 - 09/04/2025 19:00,BZN|NL,13781.84,12105.97
09/04/2025 19:00 - 09/04/2025 19:15,BZN|NL,14055.48,12313.7
09/04/2025 19:15 - 09/04/2025 19:30,BZN|NL,14138.03,12547.04
09/04/2025 19:30 - 09/04/2025 19:45,BZN|NL,14256.98,12867.56
09/04/2025 19:45 - 09/04/2025 20:00,BZN|NL,14452.18,13077.52
09/04/2025 20:00 - 09/04/2025 20:15,BZN|NL,14626.56,13263.05
09/04/2025 20:15 - 09/04/2025 20:30,BZN|NL,14690.71,13340.72
09/04/2025 20:30 - 09/04/2025 20:45,BZN|NL,14769.64,13291.97
09/04/2025 20:45 - 09/04/2025 21:00,BZN|NL,14794.79,13244.24
09/04/2025 21:00 - 09/04/2025 21:15,BZN|NL,14606.06,13166.88
09/04/2025 21:15 - 09/04/2025 21:30,BZN|NL,14399.97,13061
09/04/2025 21:30 - 09/04/2025 21:45,BZN|NL,14170.24,12980.57
09/04/2025 21:45 - 09/04/2025 22:00,BZN|NL,13933.78,12907.38
09/04/2025 22:00 - 09/04/2025 22:15,BZN|NL,13687.95,12860.25
09/04/2025 22:15 - 09/04/2025 22:30,BZN|NL,13447.28,12777.25
09/04/2025 22:30 - 09/04/2025 22:45,BZN|NL,13183.82,12651.7
09/04/2025 22:45 - 09/04/2025 23:00,BZN|NL,12964.98,12556.29
09/04/2025 23:00 - 09/04/2025 23:15,BZN|NL,12759.01,12490.39
09/04/2025 23:15 - 09/04/2025 23:30,BZN|NL,12495.54,12394.07
09/04/2025 23:30 - 09/04/2025 23:45,BZN|NL,12295.61,12268.35
09/04/2025 23:45 - 10/04/2025 00:00,BZN|NL,12149.5,12141.56
10/04/2025 00:00 - 10/04/2025 00:15,BZN|NL,11969.04,11527.19
10/04/2025 00:15 - 10/04/2025 00:30,BZN|NL,11744.74,11395.68
10/04/2025 00:30 - 10/04/2025 00:45,BZN|NL,11556.42,11260.45
10/04/2025 00:45 - 10/04/2025 01:00,BZN|NL,11397.28,11099.45
10/04/2025 01:00 - 10/04/2025 01:15,BZN|NL,11254.29,11262.76
10/04/2025 01:15 - 10/04/2025 01:30,BZN|NL,11150.87,11104.68
10/04/2025 01:30 - 10/04/2025 01:45,BZN|NL,11037.7,10994.23
10/04/2025 01:45 - 10/04/2025 02:00,BZN|NL,10938.03,10859.67
10/04/2025 02:00 - 10/04/2025 02:15,BZN|NL,10904.85,10757.48
10/04/2025 02:15 - 10/04/2025 02:30,BZN|NL,10820.25,10693.48
10/04/2025 02:30 - 10/04/2025 02:45,BZN|NL,10754.6,10612.59
10/04/2025 02:45 - 10/04/2025 03:00,BZN|NL,10694.79,10512.09
10/04/2025 03:00 - 10/04/2025 03:15,BZN|NL,10698.24,10478.64
10/04/2025 03:15 - 10/04/2025 03:30,BZN|NL,10659.41,10458.03
10/04/2025 03:30 - 10/04/2025 03:45,BZN|NL,10642.28,10418.11
10/04/2025 03:45 - 10/04/2025 04:00,BZN|NL,10603.97,10392.59
10/04/2025 04:00 - 10/04/2025 04:15,BZN|NL,10636.18,10387.84
10/04/2025 04:15 - 10/04/2025 04:30,BZN|NL,10656.35,10434.14
10/04/2025 04:30 - 10/04/2025 04:45,BZN|NL,10646.11,10438.18
10/04/2025 04:45 - 10/04/2025 05:00,BZN|NL,10691.97,10436.6
10/04/2025 05:00 - 10/04/2025 05:15,BZN|NL,10849.17,10422.05
10/04/2025 05:15 - 10/04/2025 05:30,BZN|NL,10926.23,10511.42
10/04/2025 05:30 - 10/04/2025 05:45,BZN|NL,11162.12,10572.48
10/04/2025 05:45 - 10/04/2025 06:00,BZN|NL,11448.26,10689.77
10/04/2025 06:00 - 10/04/2025 06:15,BZN|NL,11923.48,10797.93
10/04/2025 06:15 - 10/04/2025 06:30,BZN|NL,12216.61,10972.64
10/04/2025 06:30 - 10/04/2025 06:45,BZN|NL,12587.74,11129.7
10/04/2025 06:45 - 10/04/2025 07:00,BZN|NL,12901.09,11323.52
10/04/2025 07:00 - 10/04/2025 07:15,BZN|NL,13382.47,11537.08
10/04/2025 07:15 - 10/04/2025 07:30,BZN|NL,13723.11,11818.63
10/04/2025 07:30 - 10/04/2025 07:45,BZN|NL,14038.45,11869.57
10/04/2025 07:45 - 10/04/2025 08:00,BZN|NL,14304.96,12001.54
10/04/2025 08:00 - 10/04/2025 08:15,BZN|NL,14539.13,12021.1
10/04/2025 08:15 - 10/04/2025 08:30,BZN|NL,14836.06,11879.01
10/04/2025 08:30 - 10/04/2025 08:45,BZN|NL,14788.75,11687.55
10/04/2025 08:45 - 10/04/2025 09:00,BZN|NL,14890.38,11474.23
10/04/2025 09:00 - 10/04/2025 09:15,BZN|NL,14833.23,11151.85
10/04/2025 09:15 - 10/04/2025 09:30,BZN|NL,14938.43,10545.44
10/04/2025 09:30 - 10/04/2025 09:45,BZN|NL,14790.19,9894.48
10/04/2025 09:45 - 10/04/2025 10:00,BZN|NL,14904.51,9449.33
10/04/2025 10:00 - 10/04/2025 10:15,BZN|NL,14618.95,9004.11
10/04/2025 10:15 - 10/04/2025 10:30,BZN|NL,14440.81,8442.89
10/04/2025 10:30 - 10/04/2025 10:45,BZN|NL,14299.19,7966.15
10/04/2025 10:45 - 10/04/2025 11:00,BZN|NL,14183.28,7590.85
10/04/2025 11:00 - 10/04/2025 11:15,BZN|NL,14033.05,7248.55
10/04/2025 11:15 - 10/04/2025 11:30,BZN|NL,13851.42,6948.85
10/04/2025 11:30 - 10/04/2025 11:45,BZN|NL,13819.42,6700.52
10/04/2025 11:45 - 10/04/2025 12:00,BZN|NL,13735.79,6577.71
10/04/2025 12:00 - 10/04/2025 12:15,BZN|NL,13457.06,6406.37
10/04/2025 12:15 - 10/04/2025 12:30,BZN|NL,13471.91,6118.73
10/04/2025 12:30 - 10/04/2025 12:45,BZN|NL,13278.8,5957.58
10/04/2025 12:45 - 10/04/2025 13:00,BZN|NL,13155.59,5823.18
10/04/2025 13:00 - 10/04/2025 13:15,BZN|NL,13017.3,5868.59
10/04/2025 13:15 - 10/04/2025 13:30,BZN|NL,12993.1,5874.91
10/04/2025 13:30 - 10/04/2025 13:45,BZN|NL,13026.81,5798.22
10/04/2025 13:45 - 10/04/2025 14:00,BZN|NL,13124.88,5805.49
10/04/2025 14:00 - 10/04/2025 14:15,BZN|NL,13008.04,5799.85
10/04/2025 14:15 - 10/04/2025 14:30,BZN|NL,13010.47,5760.82
10/04/2025 14:30 - 10/04/2025 14:45,BZN|NL,12981.02,5743.7
10/04/2025 14:45 - 10/04/2025 15:00,BZN|NL,12940.17,5734.41
10/04/2025 15:00 - 10/04/2025 15:15,BZN|NL,12805.26,5836.17
10/04/2025 15:15 - 10/04/2025 15:30,BZN|NL,12781.74,5978.54
10/04/2025 15:30 - 10/04/2025 15:45,BZN|NL,12794.6,6106.1
10/04/2025 15:45 - 10/04/2025 16:00,BZN|NL,12699.56,6257.47
10/04/2025 16:00 - 10/04/2025 16:15,BZN|NL,12672.44,6539.33
10/04/2025 16:15 - 10/04/2025 16:30,BZN|NL,12715.79,6947.82
10/04/2025 16:30 - 10/04/2025 16:45,BZN|NL,12697.42,7266.65
10/04/2025 16:45 - 10/04/2025 17:00,BZN|NL,12761.56,7616.87
10/04/2025 17:00 - 10/04/2025 17:15,BZN|NL,13002.54,8116.66
10/04/2025 17:15 - 10/04/2025 17:30,BZN|NL,13191.03,8666.24
10/04/2025 17:30 - 10/04/2025 17:45,BZN|NL,13218.4,9175.26
10/04/2025 17:45 - 10/04/2025 18:00,BZN|NL,13289.02,9743.45
10/04/2025 18:00 - 10/04/2025 18:15,BZN|NL,13354.6,10242.62
10/04/2025 18:15 - 10/04/2025 18:30,BZN|NL,13368.22,10758.55
10/04/2025 18:30 - 10/04/2025 18:45,BZN|NL,13385.74,11320.75
10/04/2025 18:45 - 10/04/2025 19:00,BZN|NL,13524.87,11761.89
10/04/2025 19:00 - 10/04/2025 19:15,BZN|NL,13747.9,12172.14
10/04/2025 19:15 - 10/04/2025 19:30,BZN|NL,13798.91,12634.12
10/04/2025 19:30 - 10/04/2025 19:45,BZN|NL,13954.57,13055.89
10/04/2025 19:45 - 10/04/2025 20:00,BZN|NL,14145.81,13326.56
10/04/2025 20:00 - 10/04/2025 20:15,BZN|NL,14386.9,13493.61
10/04/2025 20:15 - 10/04/2025 20:30,BZN|NL,14607.65,13593.21
10/04/2025 20:30 - 10/04/2025 20:45,BZN|NL,14682.3,13618.45
10/04/2025 20:45 - 10/04/2025 21:00,BZN|NL,14738.19,13610.41
10/04/2025 21:00 - 10/04/2025 21:15,BZN|NL,14636.68,13596.96
10/04/2025 21:15 - 10/04/2025 21:30,BZN|NL,14471.55,13503.91
10/04/2025 21:30 - 10/04/2025 21:45,BZN|NL,14273.64,13408.11
10/04/2025 21:45 - 10/04/2025 22:00,BZN|NL,14042.36,13336.72
10/04/2025 22:00 - 10/04/2025 22:15,BZN|NL,13793.51,13238.18
10/04/2025 22:15 - 10/04/2025 22:30,BZN|NL,13558.89,13112.23
10/04/2025 22:30 - 10/04/2025 22:45,BZN|NL,13271.65,13012.21
10/04/2025 22:45 - 10/04/2025 23:00,BZN|NL,13115.92,12837.7
10/04/2025 23:00 - 10/04/2025 23:15,BZN|NL,12934.78,12619.51
10/04/2025 23:15 - 10/04/2025 23:30,BZN|NL,12767.93,12427.1
10/04/2025 23:30 - 10/04/2025 23:45,BZN|NL,12558.65,12230.81
10/04/2025 23:45 - 11/04/2025 00:00,BZN|NL,12373.85,12017.66
11/04/2025 00:00 - 11/04/2025 00:15,BZN|NL,11998.92,11098.91
11/04/2025 00:15 - 11/04/2025 00:30,BZN|NL,11862.11,11060.81
11/04/2025 00:30 - 11/04/2025 00:45,BZN|NL,11813.67,10988.21
11/04/2025 00:45 - 11/04/2025 01:00,BZN|NL,11626.49,10819.5
11/04/2025 01:00 - 11/04/2025 01:15,BZN|NL,11425.51,11249.46
11/04/2025 01:15 - 11/04/2025 01:30,BZN|NL,11328.33,11165.4
11/04/2025 01:30 - 11/04/2025 01:45,BZN|NL,11221.63,11040.93
11/04/2025 01:45 - 11/04/2025 02:00,BZN|NL,11134.78,10935.89
11/04/2025 02:00 - 11/04/2025 02:15,BZN|NL,11131.28,10870.33
11/04/2025 02:15 - 11/04/2025 02:30,BZN|NL,11045.88,10809.06
11/04/2025 02:30 - 11/04/2025 02:45,BZN|NL,11009.19,10737.03
11/04/2025 02:45 - 11/04/2025 03:00,BZN|NL,10910.82,10696.73
11/04/2025 03:00 - 11/04/2025 03:15,BZN|NL,10891.92,10611.09
11/04/2025 03:15 - 11/04/2025 03:30,BZN|NL,10872.05,10536.85
11/04/2025 03:30 - 11/04/2025 03:45,BZN|NL,10808.99,10488.92
11/04/2025 03:45 - 11/04/2025 04:00,BZN|NL,10781.77,10464.72
11/04/2025 04:00 - 11/04/2025 04:15,BZN|NL,10802.36,10391.49
11/04/2025 04:15 - 11/04/2025 04:30,BZN|NL,10828.51,10414.92
11/04/2025 04:30 - 11/04/2025 04:45,BZN|NL,10889.33,10442.93
11/04/2025 04:45 - 11/04/2025 05:00,BZN|NL,10894.04,10512.1
11/04/2025 05:00 - 11/04/2025 05:15,BZN|NL,11013.77,10531.37
11/04/2025 05:15 - 11/04/2025 05:30,BZN|NL,11072.98,10591.15
11/04/2025 05:30 - 11/04/2025 05:45,BZN|NL,11224.04,10618.34
11/04/2025 05:45 - 11/04/2025 06:00,BZN|NL,11410.39,10711.62
